#FILE	NUM_FOUND	NlpI_gi_218560235	afaC/draC/daaC_VFG045796	ag43-MS7163	ag43a_CFT073	aufC_ECS88_3823	cdtB_gi_117623644	chuA_gi_26250130	cirA_AE016763_105	cjrC_UTI89_RS25305	clbB_gi_112292718	cnf1_gi_403299	csgE_gi_15801156	ecpC_gi_15799996	eibC_gi_7523529	eibE_gi_7523541	eibG_gi_299150344	eitB_APECO1_RS26190	entS_gi_26246570	fecA_b4291	fepA_gi_26246561	fhuA_b0150	fhuE_b1102	fimD_gi_15804892	fiu_c0890	fliC(H1)_L07387.1	fliC(H4)_AJ536600.1	fliC(H7)_AF228487.1	focH_gi_386638502	fyuA_gi_26248288	hbp/tsh_gi_3288154	hlyA_gi_386641997	hlyF_APECO1_O1CoBM189	hma_gi_26248334	hra1_AAC13751	ibeA_gi_18152905	ibeB_gi_4835717	iha_gi_78057505	ireA_gi_26250982	iroN_gi_26247124	iss_SPG000143	iutA_gi_26249458	kpsD_gi_409035	nhaA_GeneID:944758	ompA_gi_7188818	ompT_SPG000077	papC_gi_26249425	papGIII_ABE1029	papGII_AAN82031	papGI_ELL40467	pic_gi_387610008	pixC_gi_30524679	sat_gi_26249454	sfaH_gi_91210144	sisA_AE016766_93	sitA_gi_386618823	tcpC_gi_26248250	tosA_c0363	traJ_gi_150860	traT_SPG000097	uclC_ABE10308	upaB_ECP_0379	upaC/ehaB_VFG045825	upaE_c2895	upaG/ehaG_beta	upaI_ECP_2276	usp_gi_386617620	vat_gi_386605757	yadV_b0140	ydeT_AE016760_251	yehC_b2110	yfcV_b2339	yqiH_c3793	znuB_AAC74929
ESC_UA8002AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA8003AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	100.00	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.04	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_UA8008AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA8009AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA8080AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA8082AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA8084AA_AS_abricate.tsv	23	100.00	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	99.78	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	99.93	100.00	.	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	100.00
ESC_UA9606AA_AS_abricate.tsv	21	100.00	.	.	100.00	.	.	.	99.45	100.00	.	.	.	99.76	.	.	.	.	100.00	100.00	100.00	.	92.37	100.00	87.17	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00
ESC_UA9621AA_AS_abricate.tsv	29	100.00	.	100.00	80.73	.	.	.	100.00	100.00	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	99.86	100.00	.	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.45	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_UA9669AA_AS_abricate.tsv	19	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	.	100.00	100.00	.	87.17	.	.	.	.	.	.	.	.	.	.	.	85.76	.	.	.	.	98.86	.	100.00	99.42	.	.	.	.	.	.	.	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	94.98	.	.	.	.	100.00	100.00	.	100.00
ESC_UA9678AA_AS_abricate.tsv	25	100.00	.	83.28	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	97.41	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.79	.	.	.	100.00	100.00	100.00	.	100.00
ESC_UA9690AA_AS_abricate.tsv	22	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_UA9705AA_AS_abricate.tsv	28	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	99.62	.	100.00	.	.	100.00	99.68;100.00	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	99.72	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_UA9834AA_AS_abricate.tsv	30	100.00	.	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	99.68	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	100.00	96.62	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA0147AA_AS_abricate.tsv	43	100.00	.	100.00	.	100.00	.	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	.	100.00	.	99.68	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	100.00	99.17	.	100.00	100.00
ESC_VA0192AA_AS_abricate.tsv	44	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.78	100.00	100.00	100.00	.	.	.	96.08	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00;100.00	100.00	100.00	.	.	.	99.77	.	.	100.00	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	99.87	100.00
ESC_VA0648AA_AS_abricate.tsv	43	100.00	.	100.00	.	100.00	.	100.00	100.00	100.00	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	100.00	.	.	100.00	.	100.00	.	99.68	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	99.83	100.00	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	100.00	99.17	.	100.00	100.00
ESC_VA0788AA_AS_abricate.tsv	42	100.00	.	100.00	.	100.00	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00	.	.	.	100.00	.	100.00	100.00	100.00;99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	80.93	.	.	.	100.00	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_VA0789AA_AS_abricate.tsv	43	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	100.00	.	.	100.00	100.00	.	.	100.00	.	100.00	100.00	100.00;99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	80.93	.	.	.	100.00	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	.	100.00	.	100.00	100.00
ESC_VA0795AA_AS_abricate.tsv	42	100.00	.	100.00	.	100.00	.	100.00	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	100.00	94.84	99.93	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00;100.00	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	.	.	100.00	100.00	99.74	100.00	.	100.00	100.00	99.89	80.42	100.00	.	100.00	.	100.00	100.00
ESC_VA0797AA_AS_abricate.tsv	38	100.00	.	100.00	.	100.00	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	.	.	.	100.00	.	100.00	.	99.68	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	.	.	.	.	.	99.74	100.00	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_VA0802AA_AS_abricate.tsv	39	100.00	.	100.00	.	100.00	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	98.08	100.00	100.00	100.00	.	.	100.00	.	100.00	.	.	.	.	.	.	100.00	.	100.00	.	99.68	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	99.74	100.00	.	100.00	100.00	99.89	99.97	100.00	100.00	100.00	.	100.00	100.00
ESC_VA0871AA_AS_abricate.tsv	41	100.00	.	100.00	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.78	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	.	.	.	99.93	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	.	.	.	.	85.19	.	.	.	100.00	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	100.00	100.00
ESC_VA1021AA_AS_abricate.tsv	42	100.00	.	.	.	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	98.58	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_VA1309AA_AS_abricate.tsv	35	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	100.00	.	100.00	.	.	.	100.00	.	100.00	100.00	100.00;99.68;99.68	99.96	.	100.00	100.00	.	100.00	.	100.00	.	.	95.33	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA1319AA_AS_abricate.tsv	44	100.00	.	.	100.00	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	99.78	100.00	100.00	100.00	.	.	.	96.08	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00;100.00	100.00	100.00	.	.	.	99.77	.	.	100.00	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	99.89	100.00	100.00	100.00	100.00	.	99.87	100.00
ESC_VA1960AA_AS_abricate.tsv	36	100.00	.	.	.	.	.	100.00	99.05	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	100.00	100.00	99.24	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	.	.	100.00	100.00	.	.	99.68	99.96	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	100.00	.	98.95;100.00	100.00	.	.	.	100.00	.	.	96.62	.	100.00	100.00	.	.	100.00	.	100.00	.	.	100.00
ESC_VA1972AA_AS_abricate.tsv	24	100.00	.	.	100.00	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00;98.95;98.56	.	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	.	100.00
ESC_VA2015AA_AS_abricate.tsv	30	100.00	.	100.00	100.00	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	99.68	99.96	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	.	98.80	99.55	100.00	99.97	.	.	.	100.00	100.00	.	.	100.00
ESC_VA2041AA_AS_abricate.tsv	22	100.00	.	100.00;100.00	.	.	.	.	99.30	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.62	.	99.93	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_VA2044AA_AS_abricate.tsv	25	100.00	.	.	100.00	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	98.95;98.56;100.00	.	.	.	.	100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	.	100.00
ESC_VA2129AA_AS_abricate.tsv	26	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	99.62	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	96.62	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2262AA_AS_abricate.tsv	22	100.00	.	.	100.00	.	.	.	86.95	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	99.28	.	.	100.00	83.18	100.00	100.00	.	100.00
ESC_VA2268AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	.	100.00	86.56	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	100.00	.	.	.	.	.	.	99.93	.	.	.	99.68	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_VA2310AA_AS_abricate.tsv	32	100.00	.	.	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00	.	94.84;94.84	.	100.00	.	100.00	.	99.68	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	100.00;98.56	100.00	.	.	99.83	.	.	.	98.80	99.55	100.00	99.97	.	.	.	100.00	100.00	.	.	100.00
ESC_VA2359AA_AS_abricate.tsv	23	100.00	.	100.00	.	.	.	.	99.30	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	100.00	.	.	.	.	99.62	.	99.93	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_VA2364AA_AS_abricate.tsv	22	100.00	.	100.00;100.00	.	.	.	.	99.30	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00;100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.62	.	99.93	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_VA2365AA_AS_abricate.tsv	26	100.00	.	.	83.02	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	99.62	.	100.00	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	100.00	.	.	100.00	99.76	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2418AA_AS_abricate.tsv	23	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	97.99	.	.	.	.	.	99.68	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	100.00	99.76	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2516AA_AS_abricate.tsv	32	100.00	.	100.00;100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	100.00	.	.	.	.	100.00	.	.	.	100.00	.	100.00	100.00	99.68;100.00	99.96	.	100.00	100.00	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	100.00	99.28	.	.	100.00	100.00	99.86	100.00	.	100.00
ESC_VA2519AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	.	100.00	.	100.00	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	99.62	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2543AA_AS_abricate.tsv	37	100.00	.	96.96	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	.	.	.	.	100.00	100.00	100.00	.	99.68	100.00	100.00	100.00	100.00	.	100.00	.	94.56	.	.	.	100.00	.	96.46;100.00	100.00	.	.	.	100.00	.	100.00	88.96	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2546AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	100.00	.	100.00	100.00	.	100.00
ESC_VA2547AA_AS_abricate.tsv	23	100.00	.	.	100.00	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	100.00	.	.	100.00	99.60	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2555AA_AS_abricate.tsv	44	100.00	.	100.00;84.40	83.33	100.00	.	100.00	100.00	.	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	98.58	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	94.84	.	100.00	.	.	100.00	99.68	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	85.21	.	.	100.00	.	100.00	100.00	.	.	.	100.00	100.00	100.00	.	100.00	100.00	99.72	100.00	100.00	100.00	100.00	.	.	100.00
ESC_VA2562AA_AS_abricate.tsv	18	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	.	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	96.62	.	100.00	99.76	.	.	.	100.00	.	100.00	.	100.00
ESC_VA2578AA_AS_abricate.tsv	20	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.31	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2607AA_AS_abricate.tsv	25	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.04;100.00	.	.	.	.	100.00	99.76	.	.	.	99.17	100.00	.	100.00	100.00
ESC_VA2615AA_AS_abricate.tsv	27	100.00	.	100.00	100.00	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	.	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	99.62	.	99.93	.	.	.	.	100.00	.	100.00	100.00	.	.	.	.	.	100.00	.	100.00	.	98.95	.	.	.	.	.	.	.	.	.	100.00	99.28	.	.	100.00	100.00	100.00	100.00	.	100.00
ESC_VA2718AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.62	.	100.00	.	.	.	.	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	99.04;100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_VA2754AA_AS_abricate.tsv	26	100.00	.	98.80	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.04;100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_VA2762AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00;99.04	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_VA2769AA_AS_abricate.tsv	26	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	.	.	.	100.00	.	.	.	99.68	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	99.04;100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_VA2774AA_AS_abricate.tsv	24	100.00	.	100.00	.	.	.	100.00	99.40	.	.	.	100.00	100.00	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	100.00	.	.	.	.	.	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	99.83	100.00	.	.	.	.	100.00	99.76	.	.	.	100.00	100.00	.	100.00	100.00
ESC_VA2778AA_AS_abricate.tsv	31	100.00	100.00	.	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	100.00	.	.	100.00	.	.	.	.	.	.	99.93	100.00	.	.	99.68	99.96	100.00	100.00	100.00	.	.	.	.	.	.	.	.	.	82.18;83.43	100.00	.	.	.	100.00	.	.	96.62	.	100.00	99.76	.	.	100.00	99.96	84.31	100.00	.	100.00
ESC_VA2781AA_AS_abricate.tsv	25	100.00	100.00	100.00	.	.	.	.	100.00	.	.	.	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	.	.	99.93	.	.	.	99.68	99.96	.	100.00	100.00	.	.	.	.	.	.	.	.	.	100.00	100.00	.	.	.	100.00	.	.	.	.	.	99.76	.	.	100.00	.	100.00;100.00	100.00	.	100.00
ESC_VA2813AA_AS_abricate.tsv	19	100.00	.	.	.	.	.	.	100.00	.	.	.	100.00	.	.	.	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	.	.	.	99.93	.	.	.	.	.	.	100.00	100.00	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	99.76	.	.	100.00	.	100.00	100.00	.	100.00
