barcode	ST
ESC_GA1631AA_AS	21
ESC_IB6012AA_AS	448
ESC_FB6737AA_AS	245
ESC_MB8663AA_AS	11
ESC_GB7415AA_AS	342
ESC_HA8602AA_AS	165
ESC_QA3422AA_AS	3580
ESC_GB3116AA_AS	540
ESC_HA0702AA_AS	393
ESC_RA5105AA_AS	58
ESC_EB8383AA_AS	145
ESC_JA5057AA_AS	182
ESC_EB9809AA_AS	148
ESC_FB2825AA_AS	362
ESC_ZA2914AA_AS	345
ESC_BA5456AA_AS	393
ESC_HA1140AA_AS	1025
ESC_UA3514AA_AS	162
ESC_LB0389AA_AS	165
ESC_LA1279AA_AS	43
ESC_NB9903AA_AS	155
ESC_NA8246AA_AS	393
ESC_KB4056AA_AS	156
ESC_IA9244AA_AS	354
ESC_FA8162AA_AS	1967
ESC_LB9595AA_AS	453
ESC_GA0489AA_AS	16
ESC_XA9502AA_AS	38
ESC_LB3125AA_AS	40
ESC_MB8605AA_AS	43
ESC_FB2810AA_AS	394
ESC_FA6502AA_AS	154
ESC_HA7545AA_AS	1196
ESC_IA6694AA_AS	10
ESC_HB8721AA_AS	224
ESC_YA1434AA_AS	189
ESC_QA5735AA_AS	297
ESC_ZA5292AA_AS	162
ESC_SA1216AA_AS	182
ESC_CA6193AA_AS	57
ESC_UA2179AA_AS	399
ESC_FA6054AA_AS	1967
ESC_KA5388AA_AS	20
ESC_PB1059AA_AS	38
ESC_HB8049AA_AS	295
ESC_FB4769AA_AS	410
ESC_MB6605AA_AS	399
ESC_IB6724AA_AS	10
ESC_XA7329AA_AS	1193
ESC_IA6366AA_AS	342
ESC_RA3265AA_AS	167
ESC_LB3897AA_AS	1193
ESC_SA8450AA_AS	162
ESC_GA7547AA_AS	1967
ESC_KA9954AA_AS	224
ESC_PA2410AA_AS	1967
ESC_IA9974AA_AS	167
ESC_GB9775AA_AS	428
ESC_OB1397AA_AS	1060
ESC_JA7570AA_AS	33
ESC_CB2680AA_AS	6
ESC_SA9383AA_AS	602
ESC_MA3749AA_AS	617
ESC_IA2258AA_AS	62
ESC_LB2705AA_AS	635
ESC_GB7739AA_AS	648
ESC_SA4070AA_AS	675
ESC_MB6407AA_AS	718
ESC_IA2265AA_AS	73
ESC_KB9870AA_AS	744
ESC_GB4229AA_AS	744
ESC_BB7312AA_AS	744
ESC_FA6663AA_AS	746
ESC_MB2132AA_AS	746
ESC_EB0902AA_AS	746
ESC_TA4374AA_AS	88
ESC_WA5737AA_AS	88
ESC_HA5106AA_AS	90
ESC_HB8621AA_AS	906
ESC_BA6740AA_AS	95
ESC_IA4798AA_AS	998
ESC_IA0586AA_AS	3580
ESC_ZA4882AA_AS	345
ESC_NB8460AA_AS	141
ESC_PA4908AA_AS	11
ESC_UA5608AA_AS	57
ESC_GA0893AA_AS	146
ESC_YA2573AA_AS	297
ESC_PB2106AA_AS	10
ESC_KB0831AA_AS	278
ESC_ZA4779AA_AS	398
ESC_IA0671AA_AS	16
ESC_TA3907AA_AS	1193
ESC_CB4149AA_AS	148
ESC_HB8073AA_AS	156
ESC_EB9366AA_AS	148
ESC_KB8694AA_AS	306
ESC_LB0552AA_AS	20
ESC_GA0965AA_AS	146
ESC_GA7635AA_AS	17
ESC_UA6102AA_AS	362
ESC_WA4342AA_AS	165
ESC_HB7151AA_AS	165
ESC_HA5949AA_AS	20
ESC_GB7744AA_AS	1079
ESC_LB0489AA_AS	540
ESC_VA6337AA_AS	245
ESC_PB0019AA_AS	141
ESC_UA5672AA_AS	295
ESC_SA1196AA_AS	182
ESC_CB9446AA_AS	38
ESC_LB2007AA_AS	148
ESC_GA0099AA_AS	165
ESC_MA3058AA_AS	154
ESC_FB1655AA_AS	405
ESC_PA8624AA_AS	141
ESC_SA3227AA_AS	155
ESC_CB3981AA_AS	46
ESC_UA9621AA_AS	442
ESC_ZA3509AA_AS	56
ESC_GB6610AA_AS	12
ESC_IA0194AA_AS	297
ESC_FB6965AA_AS	101
ESC_GA8958AA_AS	300
ESC_BA0203AA_AS	443
ESC_HA2739AA_AS	46
ESC_AA8776AA_AS	583
ESC_WA7092AA_AS	394
ESC_GA5128AA_AS	410
ESC_AA9599AA_AS	206
ESC_CB2627AA_AS	349
ESC_GA5555AA_AS	32
ESC_KA9916AA_AS	58
ESC_PB1018AA_AS	38
ESC_ZA5436AA_AS	372
ESC_ZA5059AA_AS	156
ESC_WA7233AA_AS	156
ESC_WA7950AA_AS	20
ESC_CB2368AA_AS	12
ESC_ZA5649AA_AS	1196
ESC_NB1717AA_AS	100
ESC_HA8311AA_AS	342
ESC_PA0484AA_AS	16
ESC_IA6193AA_AS	1196
ESC_LA0353AA_AS	206
ESC_LB0882AA_AS	59
ESC_FB2741AA_AS	59
ESC_LA5596AA_AS	6
ESC_SA6807AA_AS	6
ESC_CB8728AA_AS	602
ESC_DB2069AA_AS	602
ESC_HA4683AA_AS	602
ESC_WA8623AA_AS	617
ESC_TA2809AA_AS	617
ESC_LB2786AA_AS	635
ESC_PA9539AA_AS	635
ESC_HA7791AA_AS	641
ESC_PA1110AA_AS	69
ESC_PA8862AA_AS	69
ESC_RA5415AA_AS	718
ESC_XA1133AA_AS	73
ESC_ZA4734AA_AS	88
ESC_UA5616AA_AS	88
ESC_MB8761AA_AS	90
ESC_XA8691AA_AS	906
ESC_WA5239AA_AS	906
ESC_PA2317AA_AS	906
ESC_IB5971AA_AS	93
ESC_NA4069AA_AS	95
ESC_VA0788AA_AS	95
ESC_CA1439AA_AS	443
ESC_HB0011AA_AS	100
ESC_AB6958AA_AS	300
ESC_NB8108AA_AS	34
ESC_VA4870AA_AS	540
ESC_IA0008AA_AS	43
ESC_IA4081AA_AS	349
ESC_HA4724AA_AS	224
ESC_GB1469AA_AS	43
ESC_ZA4850AA_AS	399
ESC_UA9669AA_AS	245
ESC_AA9335AA_AS	101
ESC_SA7377AA_AS	182
ESC_YA3669AA_AS	345
ESC_SA5750AA_AS	342
ESC_ZA2020AA_AS	16
ESC_WA6695AA_AS	189
ESC_SA5603AA_AS	145
ESC_CB1695AA_AS	223
ESC_RA0016AA_AS	583
ESC_GA9439AA_AS	32
ESC_HA4279AA_AS	345
ESC_GB7319AA_AS	25
ESC_FB4603AA_AS	542
ESC_ZA2713AA_AS	21
ESC_PA7840AA_AS	4
ESC_UA5679AA_AS	12
ESC_QA5578AA_AS	295
ESC_FB4600AA_AS	410
ESC_JA9755AA_AS	21
ESC_LA1221AA_AS	127
ESC_TA0034AA_AS	20
ESC_OB2583AA_AS	57
ESC_UA2082AA_AS	540
ESC_RA9373AA_AS	410
ESC_TA1813AA_AS	131
ESC_FB9750AA_AS	354
ESC_UA0262AA_AS	243
ESC_KB8705AA_AS	405
ESC_HA8772AA_AS	345
ESC_YA7330AA_AS	542
ESC_BA8507AA_AS	1967
ESC_VA9661AA_AS	58
ESC_ZA9898AA_AS	46
ESC_CA4033AA_AS	1060
ESC_LB1091AA_AS	17
ESC_PA1771AA_AS	11
ESC_NA3940AA_AS	1025
ESC_MB8723AA_AS	40
ESC_WA8093AA_AS	223
ESC_WA3784AA_AS	399
ESC_FB4134AA_AS	131
ESC_GA0675AA_AS	20
ESC_LB0826AA_AS	224
ESC_CB4635AA_AS	100
ESC_KA0060AA_AS	40
ESC_CA3018AA_AS	32
ESC_MB4859AA_AS	300
ESC_RA5031AA_AS	117
ESC_HA9120AA_AS	1967
ESC_GB9732AA_AS	189
ESC_JA0856AA_AS	38
ESC_FB2666AA_AS	362
ESC_FB4397AA_AS	23
ESC_GB6505AA_AS	59
ESC_GA9214AA_AS	6
ESC_HB8646AA_AS	602
ESC_BA8069AA_AS	617
ESC_LA0672AA_AS	648
ESC_SA7591AA_AS	718
ESC_NB5972AA_AS	73
ESC_FA9770AA_AS	746
ESC_ZA6153AA_AS	746
ESC_LB3138AA_AS	752
ESC_YA2351AA_AS	88
ESC_XA0571AA_AS	90
ESC_QA6828AA_AS	906
ESC_PA2026AA_AS	906
ESC_QA0513AA_AS	93
ESC_NB6536AA_AS	306
ESC_RA8159AA_AS	32
ESC_CA4026AA_AS	43
ESC_KB8548AA_AS	40
ESC_GB6676AA_AS	57
ESC_ZA6874AA_AS	56
ESC_LB2298AA_AS	457
ESC_RA8109AA_AS	162
ESC_HA5046AA_AS	362
ESC_GA9435AA_AS	59
ESC_ZA1989AA_AS	1079
ESC_KA6914AA_AS	17
ESC_GA5659AA_AS	300
ESC_OA6270AA_AS	3580
ESC_SA2327AA_AS	33
ESC_UA2037AA_AS	3580
ESC_JA9970AA_AS	131
ESC_GB1389AA_AS	117
ESC_HA0402AA_AS	300
ESC_CA3802AA_AS	127
ESC_LB3304AA_AS	226
ESC_VA2519AA_AS	1079
ESC_GA5851AA_AS	32
ESC_SA4037AA_AS	25
ESC_NB6087AA_AS	410
ESC_CB3306AA_AS	540
ESC_PA7567AA_AS	20
ESC_RB2047AA_AS	224
ESC_FB7546AA_AS	189
ESC_QA2196AA_AS	206
ESC_WA7924AA_AS	306
ESC_NB8196AA_AS	583
ESC_RA2839AA_AS	21
ESC_IA1936AA_AS	354
ESC_SA8097AA_AS	56
ESC_RA0616AA_AS	410
ESC_UA7338AA_AS	20
ESC_LB4665AA_AS	38
ESC_EB8075AA_AS	243
ESC_FA9922AA_AS	48
ESC_RB3994AA_AS	410
ESC_IB0087AA_AS	101
ESC_GB8995AA_AS	542
ESC_LA0453AA_AS	117
ESC_PA9429AA_AS	1967
ESC_GA9166AA_AS	372
ESC_FB0774AA_AS	117
ESC_GA0865AA_AS	146
ESC_HA8390AA_AS	58
ESC_UA2975AA_AS	21
ESC_FB1950AA_AS	278
ESC_HA1918AA_AS	542
ESC_GB2073AA_AS	127
ESC_MA2404AA_AS	43
ESC_MA0294AA_AS	12
ESC_AB7573AA_AS	145
ESC_FA7874AA_AS	1060
ESC_HA6459AA_AS	306
ESC_UA7080AA_AS	11
ESC_WA8318AA_AS	48
ESC_NA2678AA_AS	224
ESC_FA6673AA_AS	156
ESC_WA6768AA_AS	349
ESC_GA0970AA_AS	146
ESC_SA7338AA_AS	6
ESC_ZA1687AA_AS	602
ESC_XA1987AA_AS	617
ESC_HA2525AA_AS	62
ESC_IA4060AA_AS	641
ESC_NB3902AA_AS	648
ESC_GB6099AA_AS	648
ESC_GB0248AA_AS	655
ESC_IA1103AA_AS	675
ESC_MB6238AA_AS	718
ESC_GB1331AA_AS	744
ESC_NB1693AA_AS	752
ESC_GB1485AA_AS	752
ESC_LB2630AA_AS	88
ESC_QA0664AA_AS	93
ESC_QA0207AA_AS	93
ESC_NB6410AA_AS	998
ESC_GB6404AA_AS	998
ESC_FA5702AA_AS	32
ESC_WA6543AA_AS	345
ESC_EA6205AA_AS	156
ESC_MA4048AA_AS	4
ESC_LB0108AA_AS	165
ESC_IB7861AA_AS	155
ESC_JB6446AA_AS	56
ESC_PA8229AA_AS	226
ESC_VA9250AA_AS	1060
ESC_YA1479AA_AS	141
ESC_SA0164AA_AS	56
ESC_LB8500AA_AS	189
ESC_LA3159AA_AS	101
ESC_HB8838AA_AS	453
ESC_FB3048AA_AS	394
ESC_BA8081AA_AS	17
ESC_FA9877AA_AS	345
ESC_CB2639AA_AS	38
ESC_GA1045AA_AS	146
ESC_AA9022AA_AS	59
ESC_PB2369AA_AS	56
ESC_WA4447AA_AS	162
ESC_TA4452AA_AS	372
ESC_YA6329AA_AS	393
ESC_FB7528AA_AS	428
ESC_WA4484AA_AS	154
ESC_IA7122AA_AS	206
ESC_GB2728AA_AS	3580
ESC_OB5861AA_AS	295
ESC_QA5584AA_AS	583
ESC_RA1584AA_AS	295
ESC_MA3825AA_AS	443
ESC_FB9644AA_AS	354
ESC_HB8615AA_AS	428
ESC_AA8623AA_AS	1196
ESC_GB8583AA_AS	38
ESC_SA2252AA_AS	11
ESC_GA6833AA_AS	223
ESC_SA3291AA_AS	6
ESC_GB2912AA_AS	165
ESC_RA1831AA_AS	540
ESC_BA5829AA_AS	1060
ESC_MB8882AA_AS	59
ESC_FA6482AA_AS	162
ESC_FB2789AA_AS	362
ESC_SA9590AA_AS	21
ESC_LA1633AA_AS	443
ESC_BA8543AA_AS	43
ESC_RB1965AA_AS	297
ESC_NB5465AA_AS	206
ESC_RA6338AA_AS	206
ESC_NB5757AA_AS	443
ESC_KB1870AA_AS	224
ESC_JA3804AA_AS	189
ESC_UA1320AA_AS	602
ESC_UA6264AA_AS	12
ESC_QA9095AA_AS	29
ESC_NB6791AA_AS	182
ESC_VA2555AA_AS	127
ESC_FB9260AA_AS	372
ESC_ZA3442AA_AS	56
ESC_SB5973AA_AS	48
ESC_FA4825AA_AS	32
ESC_EB6368AA_AS	145
ESC_FB7501AA_AS	602
ESC_GB9851AA_AS	617
ESC_LB7078AA_AS	617
ESC_RA0592AA_AS	617
ESC_FB2708AA_AS	62
ESC_LB2684AA_AS	635
ESC_YA9886AA_AS	655
ESC_GB7550AA_AS	675
ESC_LA2772AA_AS	69
ESC_AA8969AA_AS	73
ESC_JB0606AA_AS	88
ESC_RA2054AA_AS	88
ESC_SA2799AA_AS	906
ESC_XA0476AA_AS	906
ESC_MB4841AA_AS	93
ESC_SA7831AA_AS	95
ESC_LA2833AA_AS	95
ESC_LA1833AA_AS	33
ESC_NB3698AA_AS	167
ESC_CB4223AA_AS	306
ESC_ZA6301AA_AS	56
ESC_JA4047AA_AS	34
ESC_WA6552AA_AS	1060
ESC_RB3861AA_AS	223
ESC_SA9938AA_AS	349
ESC_LB0313AA_AS	156
ESC_OB2572AA_AS	32
ESC_IA6946AA_AS	206
ESC_EB5937AA_AS	1025
ESC_PA5900AA_AS	342
ESC_CB1812AA_AS	43
ESC_JB0036AA_AS	398
ESC_KB3858AA_AS	410
ESC_FA7719AA_AS	32
ESC_KA5300AA_AS	17
ESC_JB8797AA_AS	145
ESC_TA3983AA_AS	59
ESC_LB0982AA_AS	349
ESC_MB1881AA_AS	410
ESC_PA0901AA_AS	156
ESC_RB9841AA_AS	43
ESC_YA9416AA_AS	1967
ESC_DB2150AA_AS	3580
ESC_RA9884AA_AS	32
ESC_NB9663AA_AS	155
ESC_GB0143AA_AS	354
ESC_CB5398AA_AS	40
ESC_NB1691AA_AS	399
ESC_IA6075AA_AS	165
ESC_HB5911AA_AS	542
ESC_IB6095AA_AS	354
ESC_IA3950AA_AS	162
ESC_DB2141AA_AS	428
ESC_IB7846AA_AS	278
ESC_GA1379AA_AS	342
ESC_FB2627AA_AS	59
ESC_KB3870AA_AS	57
ESC_TA1837AA_AS	56
ESC_VA2781AA_AS	167
ESC_GA3566AA_AS	1967
ESC_IB6163AA_AS	46
ESC_RA2069AA_AS	117
ESC_RA2415AA_AS	278
ESC_KA4021AA_AS	148
ESC_BA8899AA_AS	399
ESC_KB3464AA_AS	100
ESC_IB0098AA_AS	542
ESC_AB1927AA_AS	1967
ESC_EB4632AA_AS	46
ESC_JA0723AA_AS	362
ESC_NA8230AA_AS	405
ESC_LA0031AA_AS	226
ESC_UA5381AA_AS	295
ESC_JA0863AA_AS	38
ESC_HA4131AA_AS	167
ESC_WA3796AA_AS	117
ESC_SA6956AA_AS	442
ESC_OB6283AA_AS	1079
ESC_IA1970AA_AS	59
ESC_HA5200AA_AS	405
ESC_WA7184AA_AS	542
ESC_HA7436AA_AS	62
ESC_FA9677AA_AS	641
ESC_HA4342AA_AS	648
ESC_YA6254AA_AS	648
ESC_RA5420AA_AS	718
ESC_MB6431AA_AS	718
ESC_HA9570AA_AS	744
ESC_TA2164AA_AS	744
ESC_FA9549AA_AS	744
ESC_IA0567AA_AS	62
ESC_LB1874AA_AS	93
ESC_HA4495AA_AS	93
ESC_NB5652AA_AS	1060
ESC_HA8265AA_AS	405
ESC_TA4153AA_AS	428
ESC_OA4225AA_AS	131
ESC_IA6365AA_AS	17
ESC_IB6942AA_AS	542
ESC_CB6845AA_AS	223
ESC_RA3038AA_AS	1196
ESC_EB9394AA_AS	1025
ESC_GA0823AA_AS	146
ESC_LB8013AA_AS	25
ESC_LA1255AA_AS	394
ESC_HB8638AA_AS	278
ESC_OB1647AA_AS	29
ESC_UA2342AA_AS	410
ESC_OB4722AA_AS	25
ESC_LB8085AA_AS	295
ESC_KB3485AA_AS	100
ESC_XA7114AA_AS	1025
ESC_KB3811AA_AS	206
ESC_IB8135AA_AS	162
ESC_JB0360AA_AS	100
ESC_RA9670AA_AS	342
ESC_CA0879AA_AS	1967
ESC_UA1028AA_AS	245
ESC_IA8956AA_AS	131
ESC_UA6818AA_AS	372
ESC_RA2056AA_AS	1079
ESC_FA5888AA_AS	33
ESC_QA8798AA_AS	20
ESC_WA9211AA_AS	162
ESC_EB6487AA_AS	1025
ESC_PA0853AA_AS	156
ESC_GB1483AA_AS	162
ESC_OA5041AA_AS	245
ESC_NA2973AA_AS	1060
ESC_EB9937AA_AS	148
ESC_BA9264AA_AS	146
ESC_RA3157AA_AS	23
ESC_KB3951AA_AS	155
ESC_GA9002AA_AS	6
ESC_LB5768AA_AS	117
ESC_WA5271AA_AS	362
ESC_SA3984AA_AS	1025
ESC_WA5570AA_AS	167
ESC_CB5267AA_AS	11
ESC_BA0038AA_AS	12
ESC_BA0032AA_AS	393
ESC_FB6719AA_AS	148
ESC_IA3607AA_AS	1079
ESC_GB6605AA_AS	117
ESC_XA1985AA_AS	46
ESC_ZA3427AA_AS	206
ESC_NB6799AA_AS	182
ESC_CA3475AA_AS	206
ESC_FA6735AA_AS	154
ESC_ZA5604AA_AS	297
ESC_ZA9024AA_AS	345
ESC_LB2282AA_AS	398
ESC_LA0529AA_AS	297
ESC_LA5106AA_AS	148
ESC_LA0919AA_AS	453
ESC_RA9304AA_AS	21
ESC_ZA1741AA_AS	1079
ESC_LB7075AA_AS	617
ESC_IA2236AA_AS	62
ESC_BA9654AA_AS	62
ESC_GA3014AA_AS	655
ESC_LB1160AA_AS	655
ESC_UA0588AA_AS	655
ESC_MB3272AA_AS	69
ESC_CB6815AA_AS	746
ESC_QA2162AA_AS	93
ESC_LA2737AA_AS	998
ESC_KB4121AA_AS	998
ESC_NB6392AA_AS	998
ESC_DB2176AA_AS	442
ESC_IA9281AA_AS	224
ESC_KB8555AA_AS	40
ESC_IA8793AA_AS	16
ESC_RA3142AA_AS	410
ESC_LB5798AA_AS	155
ESC_HA6911AA_AS	457
ESC_RA7451AA_AS	23
ESC_LB0627AA_AS	540
ESC_IA9321AA_AS	23
ESC_PA8221AA_AS	1196
ESC_GA9222AA_AS	6
ESC_FA7869AA_AS	1060
ESC_EB9306AA_AS	243
ESC_PA8270AA_AS	1196
ESC_CB6631AA_AS	17
ESC_MA4031AA_AS	4
ESC_HA1952AA_AS	295
ESC_GB7081AA_AS	38
ESC_IA1686AA_AS	306
ESC_FB7523AA_AS	345
ESC_FB4025AA_AS	154
ESC_IA3270AA_AS	11
ESC_HA1806AA_AS	100
ESC_FB8956AA_AS	410
ESC_NA8559AA_AS	59
ESC_LA5728AA_AS	16
ESC_KA6880AA_AS	16
ESC_MB2500AA_AS	48
ESC_LA0969AA_AS	354
ESC_ZA5817AA_AS	223
ESC_OA1514AA_AS	32
ESC_LB9151AA_AS	372
ESC_CA3014AA_AS	393
ESC_GB8837AA_AS	34
ESC_IA4531AA_AS	165
ESC_LA0524AA_AS	155
ESC_HA4710AA_AS	1196
ESC_IA4796AA_AS	226
ESC_WA5782AA_AS	617
ESC_FB4420AA_AS	23
ESC_ZA5977AA_AS	23
ESC_RA1934AA_AS	540
ESC_NB3656AA_AS	399
ESC_SA5078AA_AS	442
ESC_IA1071AA_AS	278
ESC_FB4529AA_AS	57
ESC_NB5776AA_AS	141
ESC_KA0236AA_AS	6
ESC_HA0483AA_AS	206
ESC_MA9903AA_AS	410
ESC_DB2187AA_AS	428
ESC_UA2484AA_AS	43
ESC_OB1484AA_AS	3580
ESC_RA3641AA_AS	306
ESC_MA9920AA_AS	410
ESC_XA7255AA_AS	226
ESC_WA7356AA_AS	48
ESC_LA1817AA_AS	278
ESC_XA6892AA_AS	11
ESC_IB9259AA_AS	56
ESC_BA4083AA_AS	295
ESC_WA6157AA_AS	32
ESC_UA8080AA_AS	583
ESC_BA1438AA_AS	62
ESC_LB2825AA_AS	635
ESC_PA8829AA_AS	648
ESC_SA3893AA_AS	655
ESC_CB6464AA_AS	675
ESC_HA5436AA_AS	675
ESC_DB2606AA_AS	718
ESC_QA5165AA_AS	73
ESC_BA6581AA_AS	73
ESC_LB6764AA_AS	744
ESC_WA6796AA_AS	744
ESC_JB3283AA_AS	752
ESC_NA3052AA_AS	906
ESC_QA5188AA_AS	95
ESC_RA0230AA_AS	998
ESC_CA0725AA_AS	59
ESC_SA9917AA_AS	349
ESC_BA1363AA_AS	224
ESC_HA1227AA_AS	1025
ESC_TA3941AA_AS	1193
ESC_BA0913AA_AS	146
ESC_WA7998AA_AS	56
ESC_EB9378AA_AS	245
ESC_MA3817AA_AS	398
ESC_CA2527AA_AS	602
ESC_HA3358AA_AS	393
ESC_HA2041AA_AS	101
ESC_KA9610AA_AS	11
ESC_EB8029AA_AS	243
ESC_MA3951AA_AS	226
ESC_UA5842AA_AS	223
ESC_BB3681AA_AS	442
ESC_CA1716AA_AS	12
ESC_KB8521AA_AS	48
ESC_HA8320AA_AS	189
ESC_GB9998AA_AS	100
ESC_LB8094AA_AS	278
ESC_GA3944AA_AS	16
ESC_RA4738AA_AS	162
ESC_IA0140AA_AS	1079
ESC_IB6052AA_AS	398
ESC_ZA4874AA_AS	398
ESC_VA2364AA_AS	167
ESC_LB0280AA_AS	428
ESC_KA4074AA_AS	148
ESC_BA2094AA_AS	21
ESC_JB9332AA_AS	6
ESC_KB4397AA_AS	43
ESC_WA7313AA_AS	156
ESC_FA9903AA_AS	165
ESC_UA7354AA_AS	583
ESC_HA9089AA_AS	542
ESC_KB9914AA_AS	156
ESC_MA4009AA_AS	182
ESC_UA5363AA_AS	393
ESC_NB6359AA_AS	141
ESC_GA0250AA_AS	617
ESC_SA0180AA_AS	405
ESC_IA9515AA_AS	162
ESC_OB1105AA_AS	21
ESC_GA9408AA_AS	6
ESC_EB9947AA_AS	148
ESC_IA3734AA_AS	162
ESC_HB8722AA_AS	101
ESC_WA6654AA_AS	100
ESC_TA2118AA_AS	156
ESC_HA2684AA_AS	25
ESC_KB0249AA_AS	393
ESC_ZA1494AA_AS	4
ESC_BA1307AA_AS	10
ESC_CB6588AA_AS	342
ESC_EB9513AA_AS	245
ESC_AB7971AA_AS	16
ESC_NB3925AA_AS	398
ESC_CB8328AA_AS	58
ESC_FB6384AA_AS	300
ESC_TA3982AA_AS	59
ESC_LB9908AA_AS	58
ESC_QA7773AA_AS	1196
ESC_HA9684AA_AS	617
ESC_LA0109AA_AS	62
ESC_LB2828AA_AS	635
ESC_LB2762AA_AS	635
ESC_LB2967AA_AS	641
ESC_YA1367AA_AS	641
ESC_KB9746AA_AS	648
ESC_IA0724AA_AS	655
ESC_NB8156AA_AS	655
ESC_KB6304AA_AS	675
ESC_FB4480AA_AS	69
ESC_HA1648AA_AS	69
ESC_KB8388AA_AS	69
ESC_MB6302AA_AS	718
ESC_ZA9321AA_AS	718
ESC_HA1011AA_AS	718
ESC_OA1246AA_AS	744
ESC_PA8873AA_AS	88
ESC_CB9027AA_AS	90
ESC_GB3581AA_AS	90
ESC_OB1142AA_AS	90
ESC_CA0894AA_AS	95
ESC_XA1273AA_AS	95
ESC_KB9721AA_AS	95
ESC_BA9232AA_AS	95
ESC_KB4452AA_AS	998
ESC_RA5450AA_AS	297
ESC_NA8386AA_AS	349
ESC_BA7742AA_AS	12
ESC_NB2922AA_AS	141
ESC_SA2520AA_AS	33
ESC_GB5711AA_AS	165
ESC_EB8715AA_AS	145
ESC_JB8849AA_AS	583
ESC_ZA4580AA_AS	48
ESC_GA5247AA_AS	399
ESC_OB1593AA_AS	297
ESC_DB0151AA_AS	10
ESC_FB1822AA_AS	448
ESC_SB3080AA_AS	442
ESC_SA7131AA_AS	16
ESC_IA0151AA_AS	306
ESC_BA8221AA_AS	393
ESC_IB5987AA_AS	306
ESC_JA0346AA_AS	156
ESC_JB2943AA_AS	148
ESC_MA7560AA_AS	1196
ESC_EB8738AA_AS	148
ESC_LA4412AA_AS	16
ESC_TA4453AA_AS	162
ESC_DB0677AA_AS	127
ESC_OB1032AA_AS	393
ESC_JB3307AA_AS	154
ESC_SA2044AA_AS	1025
ESC_CB7211AA_AS	457
ESC_GB6014AA_AS	372
ESC_CB8989AA_AS	58
ESC_YA0193AA_AS	6
ESC_ZA9199AA_AS	398
ESC_CB4278AA_AS	56
ESC_GA3792AA_AS	17
ESC_PA1057AA_AS	10
ESC_DB2162AA_AS	155
ESC_MA2643AA_AS	21
ESC_IA4140AA_AS	354
ESC_DB0612AA_AS	1079
ESC_ZA1301AA_AS	33
ESC_WA3816AA_AS	399
ESC_JA0110AA_AS	58
ESC_CB4246AA_AS	56
ESC_XA1171AA_AS	349
ESC_GB3494AA_AS	29
ESC_GB6506AA_AS	59
ESC_DB2161AA_AS	3580
ESC_OB3864AA_AS	29
ESC_ZA4578AA_AS	223
ESC_SA6624AA_AS	58
ESC_WA7239AA_AS	156
ESC_SA5696AA_AS	442
ESC_ZA1663AA_AS	3580
ESC_QA4950AA_AS	33
ESC_GA0376AA_AS	354
ESC_PB7015AA_AS	148
ESC_CB7266AA_AS	17
ESC_IB7373AA_AS	62
ESC_LB0688AA_AS	20
ESC_RA0876AA_AS	25
ESC_GB5397AA_AS	442
ESC_RB8721AA_AS	38
ESC_GB8790AA_AS	457
ESC_TA2485AA_AS	69
ESC_WA4320AA_AS	73
ESC_GA5340AA_AS	73
ESC_GB9803AA_AS	73
ESC_CA6531AA_AS	73
ESC_IB6995AA_AS	73
ESC_KA9932AA_AS	744
ESC_FB1303AA_AS	906
ESC_QA0542AA_AS	93
ESC_AA8443AA_AS	998
ESC_IB7402AA_AS	998
ESC_GB5375AA_AS	998
ESC_BA0211AA_AS	394
ESC_GB9688AA_AS	145
ESC_BA0744AA_AS	243
ESC_CA3471AA_AS	59
ESC_PA9432AA_AS	17
ESC_HB8047AA_AS	295
ESC_PA7868AA_AS	48
ESC_UA6115AA_AS	372
ESC_EB8849AA_AS	245
ESC_ZA4853AA_AS	226
ESC_KB4105AA_AS	372
ESC_HA0204AA_AS	16
ESC_VA9450AA_AS	453
ESC_HA2513AA_AS	62
ESC_HA8314AA_AS	278
ESC_OA1525AA_AS	33
ESC_NB0457AA_AS	162
ESC_CA1934AA_AS	127
ESC_IA6380AA_AS	226
ESC_QA2280AA_AS	306
ESC_HB7840AA_AS	295
ESC_FA7281AA_AS	443
ESC_FB1216AA_AS	57
ESC_XA1341AA_AS	349
ESC_GB9970AA_AS	117
ESC_GA0863AA_AS	146
ESC_RA9498AA_AS	12
ESC_NB5430AA_AS	206
ESC_BA1544AA_AS	16
ESC_TA2315AA_AS	602
ESC_KA4036AA_AS	148
ESC_WA4144AA_AS	57
ESC_WA4730AA_AS	278
ESC_KB8680AA_AS	306
ESC_GA5771AA_AS	29
ESC_FB0102AA_AS	245
ESC_EB5677AA_AS	1025
ESC_IB6041AA_AS	405
ESC_EB9243AA_AS	145
ESC_SA7220AA_AS	394
ESC_DB0178AA_AS	33
ESC_ZA4843AA_AS	46
ESC_WA8120AA_AS	306
ESC_HA8784AA_AS	58
ESC_SA9617AA_AS	306
ESC_SA1211AA_AS	182
ESC_GB7096AA_AS	617
ESC_ZA6157AA_AS	226
ESC_PA5836AA_AS	17
ESC_AB9088AA_AS	297
ESC_NB8467AA_AS	141
ESC_TA2818AA_AS	349
ESC_RB8658AA_AS	46
ESC_IA4149AA_AS	226
ESC_HA1837AA_AS	10
ESC_LA4593AA_AS	17
ESC_OA1188AA_AS	243
ESC_CB2811AA_AS	34
ESC_GA1059AA_AS	146
